1000	3	3.12462962962
1000	13	8.58546336435
1000	23	6.24686297584
1000	33	6.25662486261
1000	43	7.03516260969
1000	53	4.67137320044
1000	103	8.51601971658
1000	153	8.57537655275
1000	203	7.018718802
1000	253	7.00539739027
1000	303	5.47512681615
1000	353	3.1252910669
1000	403	5.45691373507
1000	453	2.33846123386
1000	503	4.6673120999
1000	553	3.1349550769
1000	603	2.33417873283
1000	653	1.56111713236
1000	703	1.56953968001
1000	753	0.781167740314
1000	803	0.0
1000	853	0.7791374215
1100	3	2.51734621651
1100	13	4.1805254659
1100	23	5.30603092694
1100	33	5.87036236769
1100	43	4.46012257513
1100	53	5.03257631215
1100	103	3.07384834854
1100	153	4.18344673975
1100	203	3.90960441502
1100	253	2.79504359397
1100	303	2.77942338829
1100	353	5.8416199263
1100	403	3.07667563093
1100	453	3.63228481921
1100	503	1.67168488931
1100	553	3.34127056936
1100	603	1.95138880886
1100	653	1.95617091294
1100	703	1.1190067902
1100	753	0.840639771123
1100	803	0.0
1100	853	1.11855597691
1100	903	0.555845969048
1100	953	0.278837995267
1200	3	2.77896155284
1200	13	2.4138985115
1200	23	2.02677019532
1200	33	2.79653282192
1200	43	3.14547167854
1200	53	2.41201549743
1200	103	3.34883952317
1200	153	4.10729063318
1200	203	2.784658813
1200	253	3.72050597535
1200	303	2.60900661284
1200	353	3.15814869199
1200	403	2.96915945406
1200	453	1.86238933434
1200	503	2.23332832551
1200	553	1.11337688411
1200	603	2.23811511318
1200	653	1.29175083792
1200	703	2.40960952193
1200	753	1.85416229251
1200	803	0.556346993514
1200	853	1.67648295306
1200	903	0.92812301641
1200	953	0.369186241437
1200	1003	0.186382927594
1200	1053	0.0
1300	3	1.14633637063
1300	13	1.52858132519
1300	23	2.03783013481
1300	33	2.1696923785
1300	43	1.53402823289
1300	53	2.67312565133
1300	103	1.77626601375
1300	153	0.765507156269
1300	203	1.40596482049
1300	253	1.79103851573
1300	303	1.64987952105
1300	353	1.53709242082
1300	403	1.92451294235
1300	453	1.02109521558
1300	503	1.14804659721
1300	553	0.76862297579
1300	603	1.92256561442
1300	653	1.02132391001
1300	703	1.52319180522
1300	753	0.762652626362
1300	803	0.253626835418
1300	853	0.638963481467
1300	903	0.640599128405
1300	953	0.128067052773
1300	1003	0.511572203179
1300	1053	0.127643253465
1300	1103	0.0
1300	1153	0.383889699555
1400	3	1.52117817208
1400	13	1.35075783115
1400	23	1.87715706597
1400	33	1.58630592432
1400	43	1.16921778769
1400	53	0.938797807824
1400	103	1.0523878715
1400	153	1.28580285459
1400	203	1.30025121095
1400	253	1.17013705544
1400	303	1.53739917792
1400	353	1.40254442861
1400	403	1.23271210705
1400	453	0.939740026894
1400	503	1.22970622237
1400	553	1.16706713781
1400	603	1.06151041972
1400	653	0.876768778727
1400	703	0.704269746067
1400	753	0.935864377832
1400	803	0.823757479916
1400	853	0.820027209034
1400	903	0.17650912179
1400	953	0.467215843579
1400	1003	0.292392358888
1400	1053	0.35209373418
1400	1103	0.117568316136
1400	1153	0.174882301741
1400	1203	0.116750794143
1400	1253	0.0587051501812
1500	3	1.17525313353
1500	13	1.17331211197
1500	23	0.915833079269
1500	33	1.04989267251
1500	43	0.787247537006
1500	53	1.00085150535
1500	103	0.828420453584
1500	153	1.17593471957
1500	203	0.785075767108
1500	253	0.870989090646
1500	303	0.828079906661
1500	353	0.922451031525
1500	403	0.610747500907
1500	453	0.566759152426
1500	503	0.305340492988
1500	553	0.781501481463
1500	603	0.743872578296
1500	653	0.305880898986
1500	703	0.65705205789
1500	753	0.65630238994
1500	803	0.477825954401
1500	853	0.348059237444
1500	903	0.218385758079
1500	953	0.218100352134
1500	1003	0.392286320601
1500	1053	0.260224679356
1500	1103	0.217663124207
1500	1153	0.087323619186
1500	1203	0.087323619186
1500	1253	0.26345149581
1500	1303	0.0869969590926
1500	1353	0.0876037474482
1600	3	0.835098165319
1600	13	0.461855402626
1600	23	0.659379409224
1600	33	0.459107488272
1600	43	0.714704787894
1600	53	0.487520589391
1600	103	0.778375339038
1600	153	0.490159167226
1600	203	0.490540287295
1600	253	0.604543387941
1600	303	0.430972417232
1600	353	0.635126537716
1600	403	0.375025138671
1600	453	0.583309845083
1600	503	0.63425681067
1600	553	0.346789309048
1600	603	0.372541495976
1600	653	0.375614053841
1600	703	0.403490463467
1600	753	0.4919601512
1600	803	0.406142086784
1600	853	0.431561370774
1600	903	0.318495536954
1600	953	0.42977119864
1600	1003	0.172610939573
1600	1053	0.230250778837
1600	1103	0.172402540649
1600	1153	0.230490131059
1600	1203	0.0577410601266
1600	1253	0.0575914620514
1600	1303	0.11519352887
1600	1353	0.0864963985199
1600	1403	0.0288055807712
1600	1453	0.0867763554217
1700	3	0.318770453593
1700	13	0.343372541162
1700	23	0.615362012869
1700	33	0.345145289444
1700	43	0.317078735737
1700	53	0.342929076853
1700	103	0.4892134709
1700	153	0.39475529498
1700	203	0.393508008694
1700	253	0.196959046365
1700	303	0.391605518094
1700	353	0.391997380103
1700	403	0.417819912392
1700	453	0.319655199489
1700	503	0.319631853786
1700	553	0.390824139745
1700	603	0.344011641911
1700	653	0.220771659137
1700	703	0.367110155938
1700	753	0.2693218
1700	803	0.270982181732
1700	853	0.22178166746
1700	903	0.195072376641
1700	953	0.269346286026
1700	1003	0.2462663448
1700	1053	0.0973422969188
1700	1103	0.196775567611
1700	1153	0.0737679314877
1700	1203	0.0741157466013
1700	1253	0.0982531830288
1700	1303	0.0491876027322
1700	1353	0.0488822782054
1700	1403	0.0732144514118
1700	1453	0.0246050357215
1700	1503	0.0490130484632
1700	1553	0.0
1800	3	0.227960330353
1800	13	0.18969326406
1800	23	0.25583052288
1800	33	0.255900122424
1800	43	0.227204076087
1800	53	0.274435718085
1800	103	0.294194760678
1800	153	0.265047414184
1800	203	0.216567598004
1800	253	0.332892171361
1800	303	0.25542816895
1800	353	0.132732585697
1800	403	0.237229605503
1800	453	0.199101136209
1800	503	0.217490986202
1800	553	0.227918903263
1800	603	0.179613651267
1800	653	0.170459027534
1800	703	0.113814667347
1800	753	0.188932424951
1800	803	0.189880659044
1800	853	0.189635182182
1800	903	0.169977727832
1800	953	0.170598147792
1800	1003	0.0760239134389
1800	1053	0.170673599456
1800	1103	0.161200873263
1800	1153	0.142561040762
1800	1203	0.104394059091
1800	1253	0.151728793567
1800	1303	0.0758394521417
1800	1353	0.028374486714
1800	1403	0.0568550931594
1800	1453	0.0477603048028
1800	1503	0.0471048450705
1800	1553	0.0666489438023
1800	1603	0.00952095242433
1800	1653	0.0188734114354
1900	3	0.249313128916
1900	13	0.137670865572
1900	23	0.172405525968
1900	33	0.181142510633
1900	43	0.126524545988
1900	53	0.149681027367
1900	103	0.138077649026
1900	153	0.160739670128
1900	203	0.193658960908
1900	253	0.20349899268
1900	303	0.198256439183
1900	353	0.143676293779
1900	403	0.138068938143
1900	453	0.227552794303
1900	503	0.143620387431
1900	553	0.0996632287988
1900	603	0.110776623678
1900	653	0.137864548337
1900	703	0.105166817008
1900	753	0.121937865901
1900	803	0.189131985512
1900	853	0.110749762793
1900	903	0.0998305513906
1900	953	0.154876592249
1900	1003	0.105204510811
1900	1053	0.110597020582
1900	1103	0.122243584508
1900	1153	0.111050646427
1900	1203	0.0827161237152
1900	1253	0.0776943865099
1900	1303	0.0667305574082
1900	1353	0.044331218416
1900	1403	0.0720686428067
1900	1453	0.0219782582772
1900	1503	0.0167077571491
1900	1553	0.016604237047
1900	1603	0.0110823369307
1900	1653	0.0164945641251
1900	1703	0.0277116892299
1900	1753	0.00555652656857
2000	3	0.117900811356
2000	13	0.136979043919
2000	23	0.0658915028787
2000	33	0.126379320801
2000	43	0.0940054098454
2000	53	0.09398544466
2000	103	0.130978759989
2000	153	0.0945328833062
2000	203	0.132140913163
2000	253	0.141292252023
2000	303	0.103866356563
2000	353	0.0889298335918
2000	403	0.136809652751
2000	453	0.0944118734711
2000	503	0.093815419405
2000	553	0.0654986115223
2000	603	0.103033866256
2000	653	0.0704801022141
2000	703	0.0892937582305
2000	753	0.108291789023
2000	803	0.0705600161574
2000	853	0.070485091532
2000	903	0.0659457422651
2000	953	0.109165222303
2000	1003	0.0798322414965
2000	1053	0.0471851320036
2000	1103	0.056529735714
2000	1153	0.02830383615
